_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
930454	0002H00330000001	COVINGTON ST	PITTSBURGH, PA	0	0	1	659.21	785.52	Gov't Owned	Crawford-Roberts	6	3	3	3	2	2-1	-79.98309228179137	40.43959689571132
930455	0002J00056000000	304 ROSS ST	PITTSBURGH, PA	0	0	1	263.03	0	Commercial	Central Business District	6	1	1	1	2	1-4	-79.99652610960479	40.43710964134987
930456	0002J00113000000	453 BLVD OF THE ALLIES	PITTSBURGH, PA	0	0	1	26518.19	220.99	Commercial	Central Business District	6	1	1	1	2	1-4	-79.99889910586322	40.43760458403043
930457	0002J00279000000	445 FORT PITT BLVD	PITTSBURGH, PA	0	0	1	921.25	0	Commercial	Central Business District	6	1	1	1	2	1-4	-79.99941767116125	40.43652604600295
930458	0002L00025000000	1009 FORBES AVE	PITTSBURGH, PA	0	0	1	489278.01	8154.31	Gov't Owned	Bluff	6	1	3	1	2	2-4	-79.99041187315491	40.43814365439234
930459	0002M00215000B00	114 VAN BRAAM ST	PITTSBURGH, PA	0	0	1	781.8	0	Commercial	Bluff	6	1	3	1	2	2-4	-79.98306171223123	40.43789710287514
930460	0002P00109000000	MUNICIPAL COURTS DR	PITTSBURGH, PA	0	0	1	266.84	57.82	Gov't Owned	Bluff	6	1	3	1	2	1-4	-79.99485387072137	40.4354485373753
930461	0002P00120000000	700 2ND AVE	PITTSBURGH, PA	0	0	1	2735.12	45.59	Other	Bluff	6	1	3	1	2	2-4	-79.99462663312183	40.435309128737856
930462	0003E00004000000	373 ARLINGTON AVE	DRAVOSBURG, PA	0	0	1	238.28	240.26	Gov't Owned	Mount Washington	2	18	5	18	3	4-5	-79.99836748666891	40.42867489762896
930463	0003E00012000000	ARLINGTON AVE	VENICE, FL	0	0	1	1521.43	1534.04	Residential	Mount Washington	2	18	5	18	3	4-5	-79.99801102490673	40.42858260024683
930464	0003E00060000000	431 E CARSON ST	PITTSBURGH, PA	0	0	1	349.42	0	Residential	South Side Flats	3	17	4	17	3	4-2	-79.99530779328369	40.42906557937556
930465	0003F00038000A00	622 CABOT WAY	IRVING, TX	0	0	1	1241.47	393.12	Residential	South Side Flats	3	17	4	17	3	4-2	-79.99270981471366	40.42890801947824
930466	0003F00057000000	514 CABOT WAY	PITTSBURGH, PA	0	0	1	327	0	Residential	South Side Flats	3	17	4	17	3	4-2	-79.9942630137815	40.42886242503232
930467	0003F00068000000	439 E CARSON ST	PITTSBURGH, PA	0	0	1	3587.09	0	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.99512006288909	40.4289425847471
930468	0003F00076000000	428 BINGHAM ST	PITTSBURGH, PA	0	0	1	228.72	0	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.9951427157978	40.42945090564149
930469	0003F00079000000	428 BINGHAM ST	PITTSBURGH, PA	0	0	1	228.72	0	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.9950599553133	40.42942435943491
930470	0003F00082000000	428 BINGHAM ST	PITTSBURGH, PA	0	0	1	118.17	0	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.99497814814579	40.429398246996165
930471	0003F00083000000	428 BINGHAM ST	PITTSBURGH, PA	0	0	1	3318.36	0	Industrial	South Side Flats	3	17	4	17	3	4-2	-79.99493655337238	40.42930773449056
930472	0003F00092000000	510 BINGHAM ST	PITTSBURGH, PA	0	0	1	1044.49	330.74	Residential	South Side Flats	3	17	4	17	3	4-2	-79.99420761441215	40.429273749097085
930473	0003F00093000000	513 CABOT WAY	CINCINNATI, OH	0	0	1	1522.88	507.61	Residential	South Side Flats	3	17	4	17	3	4-2	-79.99423010629788	40.42913550790908
930474	0003G00095000000	52 S 10TH ST	PITTSBURGH, PA	0	0	1	214.14	89.22	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.9887812606839	40.42912961211328
930475	0003G00117000000	1020 BINGHAM ST	OAKMONT, PA	0	0	1	917.13	15.28	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98786756920285	40.42918809529858
930476	0003G00134000000	1021 E CARSON ST	PITTSBURGH, PA	0	0	1	1947.51	32.46	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98767538910054	40.42887220212494
930477	0003G00144000000	1105 E CARSON ST	PITTSBURGH, PA	0	0	1	2021.39	842.21	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98721623480839	40.42889778766851
930478	0003G00155000000	1111 BINGHAM ST	PITTSBURGH, PA	0	0	1	1585.8	26.43	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98709793227	40.42960869244503
930479	0003G00164000000	1102 MURIEL ST	PITTSBURGH, PA	0	0	1	41.09	13.7	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98740232510289	40.42986291508647
930480	0003G00265000000	815 BINGHAM ST	PITTSBURGH, PA	0	0	1	9979.81	0	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.9901067819672	40.42970893574613
930481	0003H00033000000	1304 E CARSON ST	PITTSBURGH, PA	0	0	1	3367.26	0	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98502248067734	40.428607111070654
930482	0003H00058000000	1410 E CARSON ST	PITTSBURGH, PA	0	0	1	545.23	13.63	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98369685290717	40.428641641007786
930483	0003H00166000000	1207 E CARSON ST	PITTSBURGH, PA	0	0	1	272.03	79.34	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.9859797211151	40.42903027088271
930484	0003H00175000000	54 S 13TH ST	PITTSBURGH, PA	0	0	1	2597.89	0	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98554013427129	40.42913485517296
930485	0003H00193000000	56 S 12TH ST	PITTSBURGH, PA	0	0	1	5529.32	0	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98663150102905	40.42891583079672
930486	0003H00269000000	MURIEL ST	PITTSBURGH, PA	0	0	1	37.42	66.42	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98493589893553	40.42992037137185
930487	0003H00272000000	1313 MURIEL ST	PITTSBURGH, PA	0	0	1	188.22	334.08	Industrial	South Side Flats	3	17	4	17	3	4-24	-79.98451696349424	40.429921211769766
930488	0003H00295000000	9 S 14TH ST	PITTSBURGH, PA	0	0	1	1580.87	1198.78	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98395395278682	40.429841446615285
930489	0003H00319000000	49 S 15TH ST	PITTSBURGH, PA	0	0	1	1429.5	0	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98317674574062	40.42973790307352
930490	0003H00322000000	41 S 15TH ST	PITTSBURGH, PA	0	0	1	72.43	15.7	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98317023938577	40.4299598310354
930491	0003J00054000000	WILLIAM ST	VENICE, FL	0	0	1	1528.49	1526.73	Residential	Allentown	2	18	4	18	3	4-5	-79.99819587023255	40.42804122225986
930492	0003J00106000000	427 BAILEY AVE	DES MOINES, IA	0	0	1	3425.09	57.09	Residential	Mount Washington	3	18	5	18	3	4-5	-79.99802025055524	40.42658883377288
930493	0003K00071000000	ARLINGTON AVE	FORT LAUDERDAL, FL	0	0	1	114.45	35.65	Residential	Allentown	2	18	4	18	3	4-5	-79.99220290661118	40.42596122916999
930494	0003K00165000000	620 WINDOM ST	PITTSBURGH, PA	0	0	1	24.79	0	Residential	South Side Slopes	3	17	4	17	3	4-2	-79.99318518764106	40.42712938906245
930495	0003K00167000000	624 WINDOM ST	PITTSBURGH, PA	0	0	1	24.79	0	Residential	South Side Slopes	3	17	4	17	3	4-2	-79.99303631492931	40.427083015800925
930496	0003K00168000000	626 WINDOM ST	PITTSBURGH, PA	0	0	1	24.79	0	Residential	South Side Slopes	3	17	4	17	3	4-2	-79.99296187709038	40.42705899825237
930497	0003L00022000000	828 WINDOM ST	IRVING, TX	0	0	1	416.36	6.94	Residential	South Side Slopes	3	17	4	17	3	4-2	-79.9904425380857	40.42630319523071
930498	0003L00029000000	840 WINDOM ST	PITTSBURGH, PA	0	0	1	482.34	0	Residential	South Side Slopes	3	17	4	17	3	4-2	-79.98994154653538	40.426153960089984
930499	0003L00079000000	1107 BRADISH ST	DETROIT, MI	0	0	1	2230.02	92.92	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98709991215824	40.427345819903564
930500	0003L00296000000	930 E CARSON ST	IRVING, TX	0	0	1	51873.33	6916.17	Commercial	South Side Flats	3	17	4	17	3	4-2	-79.98918642112832	40.428329375188525
930501	0003L00430000000	BRADISH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98699615788202	40.42701476215965
930502	0003L00432000000	BRADISH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98707075815062	40.42701374817717
930503	0003L00434000000	BRADISH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98714460107078	40.42701143720694
930504	0003L00436000000	113 S 11TH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98729034036364	40.42703768381659
930505	0003L00438000000	111 S 11TH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98729180071018	40.42709188741652
930506	0003M00039000000	119 S 15TH ST	PITTSBURGH, PA	0	0	1	3433.75	57.23	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98330068279849	40.42724764719962
930507	0003M00045000000	142 S 16TH ST	PITTSBURGH, PA	0	0	1	11.28	0.19	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.9830729510884	40.427157923668354
930508	0003M00048000000	144 S 16TH ST	PITTSBURGH, PA	0	0	1	107.63	1.79	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98307389495469	40.42710493136744
930509	0003M00119020400	120 S 15TH ST UNIT 204	CARLISLE, PA	0	0	1	4494.82	0	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98379391409237	40.42720901946791
930510	0003M00121000000	89 S 14TH ST	PITTSBURGH, PA	0	0	1	1411.84	341.19	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98393121524013	40.427117926228654
930511	0003M00136000200	152 S 15TH ST	PITTSBURGH, PA	0	0	1	232.53	3.87	Residential	South Side Flats	3	17	4	17	3	4-24	-79.9838094917241	40.42653162110146
930512	0003M00136000300	150 S 15TH ST	POMONA, CA	0	0	1	232.53	3.87	Residential	South Side Flats	3	17	4	17	3	4-24	-79.983808334075	40.42657672304089
930513	0003M00136000400	148 S 15TH ST	PITTSBURGH, PA	0	0	1	232.53	3.87	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98380722485744	40.4266222204864
930514	0003M00136000600	144 S 15TH ST	PITTSBURGH, PA	0	0	1	232.53	0	Residential	South Side Flats	3	17	4	17	3	4-24	-79.9838656071672	40.42657804769606
930515	0003M00136000700	154 S 15TH ST UNIT 216	PITTSBURGH, PA	0	0	1	232.53	3.87	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98386691657652	40.42653299705027
930516	0003M00136000800	154 S 15TH ST UNIT 202	PITTSBURGH, PA	0	0	1	232.53	3.87	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98386816085122	40.42648804446264
930517	0003M00136000900	154 S 15TH ST UNIT 204	HANCOCK, MI	0	0	1	232.53	3.87	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98392514174638	40.42648945527508
930518	0003M00136001400	154 S 15TH ST UNIT 214	PITTSBURGH, PA	0	0	1	124.03	2.06	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98398192057654	40.4264908491188
930519	0003M00150000A00	125 S 14TH ST	PITTSBURGH, PA	0	0	1	1497.32	474.13	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98396146783372	40.426022992473065
930520	0003M00151000000	1327 BREED ST	IRVING, TX	0	0	1	1444.74	1095.55	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98422964531053	40.426121724200726
930521	0003M00192000000	9 UXOR WAY	PITTSBURGH, PA	0	0	1	535.6	0	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98455248294046	40.427346734541935
930522	0003M00207000000	64 S 14TH ST	PITTSBURGH, PA	0	0	1	5995.21	99.92	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98444014927374	40.427901070303335
930523	0003M00232000000	1301 SARAH ST	PITTSBURGH, PA	0	0	1	2597.89	0	Commercial	South Side Flats	3	17	4	17	3	4-24	-79.98514775588706	40.42779927063422
930524	0003M00241000000	1300 SARAH ST	CHARLOTTE, NC	0	0	1	2177.33	0	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98513202373101	40.42750509186761
930525	0003M00255000000	113 S 13TH ST	PITTSBURGH, PA	0	0	1	2274.2	1610.82	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98504146816317	40.426774172472314
930526	0003M00262000A00	40 UXOR WAY	IRVING, TX	0	0	1	104.84	22.72	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98483510156314	40.426500892350944
930527	0003M00266000000	46 UXOR WAY	PITTSBURGH, PA	0	0	1	2954.3	49.24	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98482255465554	40.42630058583289
930528	0003M00341000B00	34 ENON WAY	IRVING, TX	0	0	1	31.04	9.83	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98592754584892	40.42653502545759
930529	0003M00348000000	42 ENON WAY	PITTSBURGH, PA	0	0	1	2091.35	0	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98591174430051	40.42633317032376
930530	0003M00351000000	141 S 12TH ST	CANONSBURG, PA	0	0	1	1429.5	309.71	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98609821041198	40.426200785457056
930531	0003M00425000000	FREYBURG ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98685101589763	40.42679960365129
930532	0003M00426000000	BRADISH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98685813523518	40.42701696577393
930533	0003M00427000000	FREYBURG ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.9869182506715	40.42679851115484
930534	0003M00428000000	BRADISH ST	PITTSBURGH, PA	0	0	1	152.48	2.54	Residential	South Side Flats	3	17	4	17	3	4-24	-79.98692541267414	40.42701573970223
930535	0003N00044000000	440 RUXTON ST	WEST MIFFLIN, PA	0	0	1	461.25	0	Residential	Mount Washington	3	18	5	18	3	4-5	-79.99914479663715	40.42483188417868
930536	0003N00065000000	434 IBERIA ST	NEW YORK, NY	0	0	1	396.35	439.26	Residential	Mount Washington	3	18	5	18	3	4-5	-79.99939954160313	40.42422886375135
930537	0003N00091000000	33 CRAIGHEAD ST	PITTSBURGH, PA	0	0	1	38.24	12.11	Residential	Mount Washington	3	18	5	18	3	4-5	-79.99828697096873	40.424667575240775
930538	0003N00168000000	20 MILLBRIDGE ST	PITTSBURGH, PA	0	0	1	10.25	0.17	Residential	Allentown	3	18	4	18	3	4-5	-79.9961072146183	40.42364943015845
930539	0003N00169000000	20 MILLBRIDGE ST	TRAFFORD, PA	0	0	1	75.85	0	Residential	Allentown	3	18	4	18	3	4-5	-79.99610768469563	40.42358128635159
930540	0003P00028000000	27 ROANOKE ST	ALBANY, NY	0	0	1	879.85	0	Residential	Allentown	2	18	4	18	3	4-5	-79.99237265831361	40.426006912684095
930541	0003P00187000000	719 EUREKA ST	STATE COLLEGE, PA	0	0	1	57.18	0	Residential	Allentown	3	18	4	18	3	4-5	-79.9949754743883	40.4238791418239
930542	0003P00189000000	722 MCLAIN ST	PITTSBURGH, PA	0	0	1	425.05	7.09	Residential	Allentown	3	18	4	18	3	4-5	-79.99491962691529	40.4240865563612
930543	0003P00206000000	744 MCLAIN ST	PITTSBURGH, PA	0	0	1	844.37	0	Residential	Allentown	3	18	4	18	3	4-5	-79.9939956605685	40.42409583299708
930544	0003P00244000000	847 EUREKA ST	IRVING, TX	0	0	1	156.83	0	Residential	Allentown	3	18	4	18	3	4-5	-79.99194570108655	40.424008915296106
930545	0003R00020000000	43 WELSH WAY	IRVING, TX	0	0	1	968.84	379.45	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98718700343585	40.424462970156746
930546	0003R00022000000	41 WELSH WAY	ALLEN, TX	0	0	1	1250.34	20.84	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98716855763635	40.4245161160349
930547	0003R00029000000	27 WELSH WAY	PITTSBURGH, PA	0	0	1	1061.65	0	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.9869926369697	40.42488566288806
930548	0003R00056000000	WELSH WAY	PITTSBURGH, PA	0	0	1	287.82	0	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98745217088833	40.42491338855958
930549	0003R00116000000	29 HARTFORD ST	PITTSBURGH, PA	0	0	1	478.39	7.97	Residential	South Side Slopes	3	17	4	17	3	4-5	-79.98884110321929	40.425159538074105
930550	0003R00307000000	4 RENWICK ST	PITTSBURGH, PA	0	0	1	371.68	0	Residential	Allentown	3	18	4	18	3	4-5	-79.99026364394811	40.42394408751008
930551	0003S00060000000	SAINT MICHAEL ST	PITTSBURGH, PA	0	0	1	114.36	0	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98455264118962	40.42427933544925
930552	0003S00087000000	130 HACKSTOWN ST	PITTSBURGH, PA	0	0	1	493.37	8.22	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98566438936685	40.42445200010789
930553	0003S00110000100	NUSSER ST	PITTSBURGH, PA	0	0	1	49.01	34.71	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98590824281766	40.42489349401024
930554	0003S00153000000	65 SAINT MICHAEL ST	GIBSONIA, PA	0	0	1	1084.65	451.92	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98423142290089	40.4245105495591
930555	0003S00192000000	1508 CLINTON ST	PITTSBURGH, PA	0	0	1	1751.62	0	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98333597403592	40.42494668196408
930556	0003S0021800A400	PIUS ST UNIT A4	PITTSBURGH, PA	0	0	1	780.45	598.32	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98406792668666	40.42495673310508
930557	0003S0021800D400	PIUS ST UNIT D4	PITTSBURGH, PA	0	0	1	780.45	604.82	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98409562170944	40.424885443000655
930558	0003S00275000001	R of W	ATLANTA, GA	0	0	1	234.72	256.23	Utilities	South Side Flats	3	17	4	17	3	4-24	-79.98458307093325	40.425807597350556
930559	0003S00287000000	21 WELSH WAY	GIBSONIA, PA	0	0	1	1064.57	443.54	Residential	South Side Slopes	3	17	4	17	3	4-3	-79.98692283091056	40.425071512117526
930560	0004A00009000000	324 BIGHAM ST	PITTSBURGH, PA	0	0	1	514.64	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.01548970262024	40.432296387841824
930561	0004A00011000000	319 LABELLE ST	PITTSBURGH, PA	0	0	1	1054.48	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.01609955490754	40.43257241858883
930562	0004A00032000000	314 BIGHAM ST	PITTSBURGH, PA	0	0	1	1732.56	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.01558168552685	40.43261552226578
930563	0004A00033000000	314 BIGHAM ST	PITTSBURGH, PA	0	0	1	367.87	0	Commercial	Mount Washington	2	19	5	19	3	4-1	-80.01559241423593	40.432544979841566
930564	0004A00034000000	314 BIGHAM ST	PITTSBURGH, PA	0	0	1	362.14	0	Commercial	Mount Washington	2	19	5	19	3	4-1	-80.01559612395606	40.43246775423209
930565	0004A00036000000	608 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	4151.27	0	Commercial	Mount Washington	2	19	5	19	3	4-1	-80.01511785940787	40.432092881385486
930566	0004A00038000000	608 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	127.71	0	Commercial	Mount Washington	2	19	5	19	3	4-1	-80.01509466237027	40.432210506652645
930567	0004A00039000000	323 BIGHAM ST	PITTSBURGH, PA	0	0	1	1723.04	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.01508584877924	40.432284701418496
930568	0004A00040000000	321 BIGHAM ST	PITTSBURGH, PA	0	0	1	5569.35	0	Commercial	Mount Washington	2	19	5	19	3	4-1	-80.01504067716583	40.43246006848069
930569	0004A00044000000	313 BIGHAM ST	PITTSBURGH, PA	0	0	1	1646.78	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.01500139649299	40.43262863862083
930570	0004A00056000001	608 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	415.51	0	Commercial	Mount Washington	2	19	5	19	3	4-1	-80.01472856564286	40.432274207121694
930571	0004A00060000000	216 AMABELL ST	PITTSBURGH, PA	0	0	1	1343.74	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.0146731924508	40.432446162537225
930572	0004A00074000000	198 AMABELL ST	PITTSBURGH, PA	0	0	1	378.47	391.07	Residential	Mount Washington	2	19	5	19	3	4-1	-80.0145415002899	40.43309252236585
930573	0004A00086000000	215 AMABELL ST	TRAFFORD, PA	0	0	1	600.46	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.0141841282594	40.43252705485445
930574	0004A00145000000	ULYSSES ST	DALLAS, TX	0	0	1	142.96	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01276241298386	40.43318135240454
930575	0004A00203000000	220 BERTHA ST	IRVING, TX	0	0	1	811.9	818.63	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01221046691589	40.43195824133653
930576	0004A00208000000	230 BERTHA ST	PITTSBURGH, PA	0	0	1	1732.56	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01221669929734	40.43162027329733
930577	0004A00227000000	329 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	2198.08	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01231274161346	40.43126034908165
930578	0004A00229000000	WOODRUFF ST	PITTSBURGH, PA	0	0	1	499.37	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01243353131481	40.43089688431826
930579	0004A00230000000	346 WOODRUFF ST	PITTSBURGH, PA	0	0	1	1341.82	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01257931397996	40.43088146443636
930580	0004A00233000000	333 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	1406.65	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01255915788002	40.4312707468352
930581	0004A00235000000	335 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	1543.86	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01269313967362	40.43129372938235
930582	0004A00238000000	343 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	1576.27	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01299490202531	40.4313480220614
930583	0004A00260000000	300 MERRIMAC ST	PITTSBURGH, PA	0	0	1	1433.85	1087.29	Residential	Mount Washington	2	19	5	19	3	4-1	-80.0139888329617	40.431629317083456
930584	0004A00272000000	327 AMABELL ST	PITTSBURGH, PA	0	0	1	398.99	0	Residential	Mount Washington	2	19	5	19	3	4-1	-80.01447951273089	40.43103554756004
930585	0004B00018000000	110 KEARSARGE ST	EXPORT, PA	0	0	1	1479.06	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01027141110812	40.43301049290446
930586	0004B00096000000	216 KEARSARGE ST	IRVING, TX	0	0	1	378.47	391.07	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01081705598504	40.43188724784573
930587	0004B00107000000	314 VIRGINIA AVE	PITTSBURGH, PA	0	0	1	1025.42	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.0113463306716	40.43147580081512
930588	0004B00108000000	VIRGINIA AVE	PITTSBURGH, PA	0	0	1	106.74	0	Residential	Mount Washington	2	19	5	19	3	4-27	-80.01145488119579	40.431498116441546
930589	0004B00224000300	229 GRANDVIEW AVE UNIT 3	CONSHOHOCKEN, PA	0	0	1	2399.43	1179.67	Residential	Mount Washington	2	19	5	19	3	4-27	-80.00921127879548	40.43252609547166
930590	0004B00226000A00	219 GRANDVIEW AVE	PITTSBURGH, PA	0	0	1	3692.1	738.39	Residential	Mount Washington	2	19	5	19	3	4-27	-80.00902818514294	40.4324223971007
930591	0004B00229000000	GRANDVIEW AVE	PITTSBURGH, PA	0	0	1	415.72	83.14	Residential	Mount Washington	2	19	5	19	3	4-27	-80.00879981328522	40.43235212959955
930592	0004B00239000000	137 GRANDVIEW AVE	DENVER, CO	0	0	1	8327.32	346.96	Commercial	Mount Washington	2	19	5	19	3	4-27	-80.00803582167934	40.43206068406384
